HITID,CASE,ENFORCEMENT_RESULT,Worker1,Answer1,Worker2,Answer2,Agreement,Answer,Date,,Answer3
31SIZS5W59FHOTAZJ6B72P42TLLRQS,165,"In 2011, Johnson & Johnson paid USD $70 million to resolve criminal and civil FCPA charges arising from DePuy's overseas bribery. Johnson & Johnson's U.K. subsidiary, DePuy International Limited, separately paid Â£4.8 (USD $7,864,559.18) to settle civil corruption charges brought by the Serious Fraud Office.According to a Wall Street Journal report from 12 February 2013, Greek authorities have charged five DPI executives with bribery and money laundering stemming from allegations of over EUR 16 million in bribes paid between 1998 and 2006 to state hospital doctors in order to promote DPI products. The executives were not named.",A2WGW5Y3ZFBDEC,I can't tell,A1012N48J0Z65N,Yes,No,no_agreement,2015-04-17 04:01:13 UTC,,Yes
30EV7DWJTVVXBC31ISP34GG8W7O6YC,166,"On 10 December 2009, the public prosecution authorities at the Munich District Court imposed a EUR 75.3 million fine against MAN Nutzfahrzeuge and a EUR 75.3 million fine against MAN Turbo.  Both companies acquiesced in the decisions.  These fines mark the closure of the investigations against the companies of the MAN Group regarding the alleged bribery between 2002 and 2009.  According to MAN, the settlements were possible due to the extensive measures taken by MAN's Executive Board and Supervisory Board to conduct an internal investigation and cooperate with the public prosecution authorities.  According to press reports, on 11 December 2009, Munich prosecutors filed charged against Heinz Juergen Maus, the former chief executive of MAN Turbo, in connection with EUR 9 million in bribes - described as ""market entry fees"" - allegedly paid to Kazakh officials between 2005 and 2008 in order to secure a gas pipeline modernization contract and gas turbine compressor orders in Kazakhstan.  According to press reports, the CEO of MAN Diesel & Turbo, Klaus Stahlmann, resigned on 22 February 2011 and is also the target of the Munich prosecutors' investigation.On 5 September 2012, it was reported that prosecutors in Germany were investigating former Man SE Chief Executive Officer Hakan Samuelsson and former Chief Financial Officer Karlheinz Hornung for allegations of corruption.  Weinmann, Hornung and CEO Hakan Samuelsson left the company in November 2009.MAN reportedly terminated 20 employees in connection with the bribery allegations and is considering whether to sue certain former employees for damages.According to press reports, the cost of MAN's internal investigations have totaled around EUR 50 million since commencing in May 2009.On 22 August 2013, the former CEO of MAN, Hakan Samuelsson, agreed to settle a German investigation into possible corruption in Slovenia linked to his tenure by paying EU 500,000 to charity and EU 1.25 million to MAN in response to a financial claim brought by the company related to the probe.On 10 April 2014, MAN AG disclosed in the proxy materials for its annual general meeting of shareholders that the five-year old bribery scandal has cost the company â‚¬250 million (approximately USD $344 million) in fines and penalties and investigation costs, exceeding earlier estimates.",A2WGW5Y3ZFBDEC,I can't tell,A35DS4T8H1MWYD,Yes,No,no_agreement,2015-04-17 04:07:26 UTC,,No
3UEBBGULPFOCDWC79KVIV1N8TIHFUR,167,"A ThyssenKrupp Marine Systems spokesperson was cited by South Africa's Mail & Guardian newspaper in June 2008 as stating that the investigation was closed without charges or penalty.  However, it appears that at least other aspects of the German investigation may be ongoing.",AS9E0S6DBSWH7,No,A1012N48J0Z65N,Yes,No,no_agreement,2015-04-17 04:06:11 UTC,,I can't tell
3ECKRY5B1QWD9M87GF0BFQFFBSNZIQ,168,"United StatesOn 22 March 2010, a two count criminal information was filed against Daimler in the U.S. District Court for the District of Columbia charging the company with one count of conspiracy to falsify its books and records and one count of violating the books and records provision of the FCPA. Two days later the government filed a deferred prosecution agreement in the case.  Under the terms of the deferred prosecution agreement, Daimler Russia and Daimler Export were to plead guilty to FCPA violations and Daimler would be required to appoint a compliance monitor for a three-year period.  In addition,  the company would be required to adopt a number of remedial measures. The deferred prosecution agreement names former FBI Director Louis Freeh as the company's preferred compliance monitor. On 1 April 2010, in the U.S. District Court for the District of Columbia, Daimler Russia and Daimler Export each pleaded guilty to criminal informations charging the companies with one count of conspiracy to violate the anti-bribery provisions of the FCPA and one count of violating those provisions.  Under the plea agreements, Daimler Russia and Daimler Export agreed to pay criminal fines of USD 27.26 million and USD 29.12 million, respectively.On 25 April 2012, the Investigative Committee elected not to open cases against officials from the Defense Ministry and the Ufa administration or against employees of the companies Daimler Chrysler Avtomobili RUS, Urengoigazprom, Mashinoimport, and Dorinvest, all of whom were implicated in the case by U.S. authorities.  Press reports indicate that Russian investigators never requested  materials regarding the case from U.S. authorities, as Russian authorities had earlier indicated. Like the Russia DPA and on the same date, 1 April 2010, Daimler formally entered into a deferred prosecution agreement with the DOJ, per the terms described above, consenting to the filing of a criminal information charging it with one count of conspiracy to violate the books and records provisions of the FCPA and one count of violating those provisions. Daimler China also entered into a deferred prosecution agreement, consenting to the filing of a criminal information charging it with one count of conspiracy to violate the anti-bribery provisions of the FCPA and one count of violating those provisions. In total, Daimler and its three subsidiaries agreed to pay USD 93.6 million in criminal fines and penalties.  The three subsidiaries are covered by the monitoring provisions of the deferred prosecution agreement entered into by Daimler. On the same day, a separate judgment was entered against Daimler resolving a related civil complaint filed by the SEC.  Without admitting or denying the SEC's charges, Daimler consented to the entry of a court order permanently enjoining the company from future violations of the anti-bribery, books and records, and internal controls provisions of the FCPA.  Daimler agreed to pay USD 91.4 million in disgorgement of profits relating to those violations and agreed to certain remedial measures, including retaining an independent consultant for a three-year period.Under its settlement with the government, Daimler entities agreed to pay a total of USD 185 million in fines and penalties, comprising USD 93.6 million in criminal fines and USD 91.4 million in civil penalties. According to the deferred prosecution agreement, the USD 93.6 million criminal fine represents a 20 percent reduction from the lowest fine recommended by the U.S. Sentencing Guidelines due to Daimler's extensive cooperation with the investigation. RussiaAccording to reports from the Moscow Times on 29 April 2010, in early April Russian prosecutors sent a request to the DOJ requesting information about bribes paid by Daimler in Russia.  The request was apparently prompted by a personal order from President Dmitry Medvedev following a Russian internet petition signed by thousands asking the Prosecutor General's Office and the Interior Ministry to begin an investigation.  The Moscow Times on 30 April 2010 reported that Moscow City Hall had asked Daimler to ""clarify the situation"" regarding bribes reportedly paid to Moscow city government officials to secure sales contracts for its Mercedes vehicles.  The mayor's press secretary said that Moscow does not own any Mercedes vehicles.  City Hall considers the allegations inaccurate and Daimler could face legal action as a result.On 20 May 2010, Bloomberg reported that the DOJ had given documents to prosecutors in Moscow, prompting Russia to open a formal investigation into the matter.  On 12 November 2010, Russian prosecutors confirmed that they had opened a criminal investigation into the matter.EgyptOn 14 May 2010, several media outlets reported that the Egyptian government had also opened an investigation into Daimler's alleged payment of bribes to Egyptian officials.NigeriaAccording to press reports in June 2010, Nigeria's Economic and Financial Crimes Commission (""EFCC"") is also investigating the matter, looking at alleged bribery involving Daimler and Anammco, a partially state-owned Nigerian vehicle assembly company.LatviaAccording to a 15 February 2011 press release by Latvia's Corruption Prevention and Combating Bureau (""KNAB""), the agency is investigating alleged bribery of Riga city officials by Daimler's subsidiary EvoBus GmbH. EvoBus, through intermediaries, allegedly paid more than EUR 4.3 million between July 2002 and December 2006 to city officials in connection with the purchase of 117 Mercedes Benz buses for the Riga municipality.  According to The Baltic Course's article from 13 June 2013, prosecutors said that the amount of bribes exceeded EUR 5 million. The KNAB  investigation is being conducted in coordination with the Stuttgart Prosecutor's Office and Baden-Wurttemberg police.On 4 November 2013, prosecutors in Latvia brought charges against six people accused of taking bribes from German vehicle-maker Daimler.  The six facing charges include Leonards Tenis, an advisor to a former mayor of Riga. The others were members of the city council.",A2WGW5Y3ZFBDEC,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:08:13 UTC,,No
3HO4MYYR12OGU3JW8RSE1VAV0JDU62,169,"On August 5, 2010, Joe Summers consented to the entry of a permanent injunction, enjoining him from committing future violations of the anti-bribery, books and records and internal controls provisions of the FCPA. He also agreed to pay a USD 25,000 civil penalty. The SEC's complaint against Bobby Benton seeks a civil penalty, disgorgement, prejudgment interest, and injunctive relief to prevent future violations of the federal securities laws.On November 4, 2010, the DOJ filed a criminal information charging Pride with conspiring to violate the FCPA's anti-bribery and books and records provisions; violating the anti-bribery provisions; and violating the books and records provisions. The DOJ and Pride entered into a deferred prosecution agreement to resolve the charges.  The DOJ also filed a criminal information charging Pride Forasol with conspiring to violate the FCPA's anti-bribery provisions; violating the anti-bribery provisions; and aiding and abetting the violation of the books and records provisions. Pride Forasol agreed to plead guilty to the charges, which the company did on December 7, 2010 in U.S. District Court in Houston. The two agreements require the payment of a USD 32.625 million criminal penalty.  The DOJ noted that ""During the course of the investigation, Pride provided information and substantially assisted in the investigation of Panalpina.""Also on November 4, 2010, without admitting or denying the SEC's allegations, Pride consented to the entry of a final judgment ordering disgorgement plus pre-judgment interest and permanently enjoining it from violating the FCPA's anti-bribery, books and records, and internal controls provisions.  Pride was ordered to disgorge USD 19,341,870 in profits, plus pre-judgment interest of USD 4,187,848.In the first such move ever in an FCPA case, on 2 November 2012, the government filed a motion to terminate the period of probation under the December 2010 DPA.  The government explained in its motion that since Pride's merger with Ensco plc, the latter has conducted appropriate due diligence on agents and business partners, and has assumed responsibility for the implementation and oversight of compliance.  ""In light of the foregoing circumstances, continuing the term of the defendant's probation is not required to 'protect the public from further crimes of the defendant.'... the sentence ... has promoted respect for the law and 'adequate deterrence' against international corruption... The government, therefore, has determined that no further purpose of the United States in the enforcement of the federal criiminal laws would be served by continuing the term of probation imposed on Pride Forasol."" The motion was unopposed, and the three-year DPA was terminated early.   The government simultaneously filed a motion to dismiss the criminal information filed against Pride.  The judge signed the order granting the government's motion on 5 November 2012.",A1012N48J0Z65N,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:02:42 UTC,,Yes
31MBOZ6PAOR2RU5394DGW86MJEVCLI,170,"On 31 December 2009, UTSI entered into a non-prosecution agreement with the DOJ under which the company acknowledged responsibility for the conduct of UTS-China's employees and agents and agreed to pay a USD 1.5 million penalty, implement rigorous internal controls and cooperate fully with the DOJ.Also on 31 December 2009, without admitting or denying the SEC's allegations, UTSI consented to the entry of a permanent injunction against future violations of the FCPA's anti-bribery, books and records and internal controls provisions.  UTSI also agreed to pay a USD 1.5 million civil penalty and to provide the SEC with annual FCPA compliance reports and certifications for four years.Previously, on 1 May 2008, in a prior action involving multiple accounting irregularities unrelated to the FCPA, the SEC issued an order finding that UTSI and certain UTSI executives violated the corporate reporting, books and records and internal controls provisions of the federal securities laws between 2000 and 2005. Without admitting or denying the findings, UTSI agreed to cease and desist from committing such violations.",A1012N48J0Z65N,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:01:39 UTC,,I can't tell
3VZYA8PITOY4VD72514PKI8OOZZ50V,171,"On 11 January 2010, without admitting or denying the SEC's allegations, NATCO consented to the entry of a final judgment requiring the company to pay a USD 65,000 civil penalty.  On the same day, without admitting or denying the SEC's allegations, NATCO also agreed to the entry of a cease-and-desist order prohibiting the company from future violations of the FCPA's books and records and internal controls provisions.",A1012N48J0Z65N,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 03:56:34 UTC,,I can't tell
3EQPA8A374W94XSDYXLBRRUFO7CZJ2,172,"On 11 December 2009, a grand jury in Washington, D.C. returned indictments against the 22 individuals, each alleging that the Defendants conspired to violate the FCPA, conspired to engage in money laundering and engaged in substantive violations of the FCPA.  The indictments also seek criminal forfeiture of the Defendantsâ€™ ill-gotten gains.On 18 January 2010, approximately 150 FBI agents executed fourteen search warrants in locations across the country, and the United Kingdomâ€™s City of London Police executed seven search warrants in connection with their own investigations into companies involved in the foreign bribery conduct that formed the basis for the indictments. On 19 January 2010, the indictments were unsealed and the twenty-two Defendants were arrested.  Twenty-one were arrested in Las Vegas, Nevada, where they were preparing to attend the 2010 Shooting, Hunting & Outdoor Trade (""SHOT"") Show in Las Vegas.  The final individual was arrested in Miami, Florida. On 3 February 2010, nineteen of the Defendants entered pleas of not-guilty at their arraignments, challenging prosecutors' single-conspiracy theory.  The remaining three Defendants were expected to be arraigned sometime during the week of 8 February. Under the original indictments, the Defendants each face a maximum prison sentence of five years for the conspiracy count and five years for each FCPA count.  The  money laundering conspiracy charge carries a maximum sentence of twenty years in prison.As discussed above, on 5 March 2010, prosecutors filed a superseding information against Daniel Alvirez, in which he is charged with two counts of conspiracy to violate the FCPA.  The information also seeks forfeiture of Alvirez's ill-gotten gains.  Alvirez now faces up to five years in prison for each of the two conspiracy counts.  He no longer faces the possible twenty-year sentence in connection with the previous money laundering charge, nor the possible five years in prison for each of the substantive FCPA offenses in the initial indictment.On 19 April 2010, the grand jury issued a superseding indictment against the 22 defendants, thereby consolidating the 16 separate cases.  The superseding indictment consists of 44 counts, including conspiracy to violate the FCPA, substantive FCPA violations, conspiracy to commit money laundering and aiding and abetting.  The same day, prosecutors filed a notice with the court proposing a plan for grouping the defendants into four manageable units for trial.  The presiding judge, Richard Leon, had stated on 3 February that he would not try all 22 defendants together. On 28 April 2010, 21 of the defendants (all but Daniel Alvirez) entered pleas of not guilty to the superseding indictment.  On 1 March 2011, Daniel Alvirez pleaded guilty to two counts of conspiracy to violate the FCPA.  He is expected to testify at trial against the other defendants.   On 29 March 2011 Jonathan Spiller pleaded guilty to conspiracy to violate the FCPA.  The substantive FCPA charges and the money laundering conspiracy charges were dropped.  Spiller faces a maximum sentence of five years in prison.  He could be expected to testify at trial against the other defendants.  On 28 April 2011, Haim Geri pleaded guilty to one count of conspiracy to violate the FCPA.  The other charges were dropped.  He faces 18 to 24 months in prison and a USD 250,000 fine.On 7 July 2011, after seven days of jury deliberations following the six-week trial of the first four defendants - Pankesh Patel, Andrew Bigelow, John Benson Weir and Lee Allen Tolleson - U.S. District Judge Richard Leon declared a mistrial.  The jurors could not reach a unanimous verdict. On 22 December 2011, U.S. District Judge Richard J. Leon entered judgment acquitting Stephen G. Giordanella of conspiracy to violate the Foreign Corrupt Practices Act (FCPA). The Judge found that the Government's evidence was insufficient to sustain a conviction after a twelve week jury trial in U.S. District Court for the District of Columbia. On 30 January 2012, a jury acquitted  R. Patrick Caldwell and John Godsey of FCPA violations.   At the time of his arrest, Caldwell was CEO of Protective Products of America, Inc., a body armor company.  Godsey owned an ammunition and law enforcement equipment business.  A day later, on 31 January 2012, U.S. District Judge Richard Leon declared a mistrial in the case against defendants John and Jeana Mushriqui and Marc Morales, after the jury deliberated for ten days without reaching a consensus.On 21 February 2012, the government filed a motion in the US District Court for the District of Columbia, to dismiss with prejudice the superseding indictment and all underlying indictments against  the remaining defendants pending trial in the case.  In its motion, the government cited ""the impact of certain evidentiary and other legal rulings in the first two trials"" as well as cost, as its motives for seeking to close the case.  Earlier, news reports had accused the FBI of conducting the Sting operation in a highly unprofessional manner.Granting the government's motion to dismiss, U.S. District Court Judge Richard Leon noted, ""This appears to be the end of a long and sad chapter in the annals of white collar criminal enforcement.  Unlike takedown day in Las Vegas, however, there will be no front page story in the New York Times or the Post for that matter tomorrow reflecting the governmentâ€™s decision today to move to dismiss the charges against the remaining defendants in this case.  Funny isnâ€™t it what sells newspapers.""The good news, however, is that for these defendants, agents, prosecutors, defense counsel and the Court we can get on with our professional and personal lives without the constant strain and burden of three to four more eight week trials hanging over our heads.""I for one hope this very long, and Iâ€™m sure very expensive, ordeal will be a true learning experience for both the Department and the FBI as they regroup to investigate and prosecute FCPA cases against individuals in the future.""Following dismissal of the charges against all defendants except those who had pleaded guilty following their arrest at the outset of the investigation, the question remained what the Government would decide to do about the ""guilty"" defendants.  On 27 March 2012, the Government answered this question by filing a Motion to Dismiss with prejudice the superceding indictment filed against Jonathan Spiller, Haim Geri, Daniel Alvirez in March 2010.  The only charge left open for future prosecution is the conspiracy charge against Alvirez, which the government dismissed without prejudice, noting, ""The government has also concluded that it is in the interests of justice not to prosecute defendant Alvirez on the Georgia conspiracy count at this time, but rather to continue the investigation of that and related conduct. Following such investigation, the government will determine whether to bring criminal charges relating to that conduct.""The primary informant used by the FBI in the Sting operation, Richard Bistrong, was sentenced on 31 July 2012 to 18 months in prison and three years of supervised release for his role in FCPA violations while employed by Armor Holdings prior to the Sting.",A1012N48J0Z65N,Yes,A2WGW5Y3ZFBDEC,Yes,Yes,Yes,2015-04-17 03:58:39 UTC,,Yes
3RHLQY6EDT4GYE4W389AUXMTISDD4R,173,"On 21 January 2010, the one-count criminal information against Bistrong was filed in the U.S. District Court for the District of Columbia.On 16 September 2010, Bistrong pleaded guilty to conspiracy to violate the FCPA and other statutes.  He faces up to five years in prison and a USD 250,000 fine.  Although prosecutors in the case requested leniency for Bistrong, he was sentenced on 31 July 2012 to 18 months in prison and three years of supervised release.  Bistrong began serving his sentence in October 2012, and is scheduled to be released on 15 January 2014.According to a Transparency International report, the National Police Services Agency in the Netherlands has initiated an investigation into the allegations involving the Dutch police.On 13 July 2011, Armor Holdings entered into a non-prosecution agreement with the DOJ in connection with the above-described USD 222,750 in improper payments to an agent, a portion of which was passed on to the UN procurement official, and the USD 4.4 million improperly recorded third party commissions used to assist the company in obtaining business from foreign government customers.  The company agreed to pay a USD 10.2 million criminal fine.  In its press release, the DOJ explicitly acknowledged the company's voluntary disclosure, cooperation and remedial measures:""The Justice Department's agreement recognizes Armor's complete voluntary disclosure of the conduct; its internal investigation and cooperation with the department and the SEC; the fact that the conduct took place prior to the acquisition of Armor by BAE; and Armor's extensive remedial efforts undertaken before and after its acquisition by BAE.  Due to Armor's implementation of BAE's due diligence protocols and review processes, its application of BAE's compliance policies and internal controls to all Armor businesses, its extensive remediation and improvement of its compliance systems and internal controls, as well as the enhanced compliance undertakings included in the agreement, Armor is not required to retain a corporate monitor.   Armor will be required to report to the department on implementation of its remediation and enhanced compliance efforts every six months for the duration of the agreement.  In addition to the $10.29 million penalty, the agreement requires that Armor continue to implement rigorous internal controls and that it cooperate fully with the department.""Also on 13 July 2011, Armor Holdings reached a settlement with the SEC regarding the USD 222,750 in improper payments to an agent, a portion of which was passed on to the UN procurement official, and the USD 4.4 million improperly recorded third party commissions.  Without admitting or denying the SEC's allegations, Armor Holdings agreed to the entry of a court order permanently enjoining the company from future violations of the FCPA's anti-bribery, books and records and internal controls provisions.  The company agreed to pay USD 1,552,306 in disgorgement, USD 458,438 in prejudgment interest, and a civil money penalty of USD 3,680,000, along with certain FCPA compliance undertakings.",A2N7I0331X72Z7,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:01:49 UTC,,Yes
3B286OTISEH83PK5M55CAY36FM6AJD,174,"Global SettlementIn its 2009 Form 10-K, filed on 19 February 2010, Innospec announced that it had set aside USD 40.2 million in total accruals for an anticipated global settlement of the DOJ, SEC and SFO investigations.The DOJ, SEC and SFO each publicly acknowledged their mutual cooperation in reaching this USD 40.2 million global settlement.  United States On 18 March 2010, Innospec pleaded guilty in U.S. District Court to the twelve-count information, agreeing to pay a USD 14.1 million criminal fine and to retain an independent compliance monitor for a minimum of three years.  On the same day, without admitting or denying the SEC's allegations, Innospec consented to the entry of a court order permanently enjoining it from future violations of the FCPA's anti-bribery, internal controls, and books and records provisions.  Innospec was ordered to pay USD 60,071,613 in disgorgement, provided that the SEC waive all but USD 11,200,000 of disgorgement and permitting payment in four installments based upon Innospec's sworn Statement of Financial Condition; and ordering the company to comply with certain undertakings regarding its FCPA compliance program, including retaining an independent monitor for a three-year period.On the same day, Innospec also settled USD 2.2 million to resolve outstanding matters with OFAC related to the company's violation of the embargo against Cuba.In its Sentencing Memorandum, the DOJ noted that the U.S. Sentencing Guidelines called for a criminal fine ranging between USD 101.5 million and USD 203 million and the company's total liability to all of the enforcement agencies including criminal fines, civil penalties, disgorgement and pre-judgment interest would be in excess of USD 400 million. The USD 40.2 million global settlement with the DOJ, SEC and SFO represents a significantly reduced amount due to the fact that larger fines and penalties would have jeopardized Innospec's continued viability. On 5 August 2010, David Turner and Innospec's third-party agent, Ousama Naaman, settled charges with the SEC. Turner and Naaman consented to the entry of final judgments permanently enjoining them from violating securities laws. In addition, Turner agreed to disgorge USD 40,000 to the SEC. Naaman agreed to disgorge USD 810,076 and pay pre-judgment interest of USD 67,030. He also agreed to a USD 438,038 civil penalty, which will be offset by any criminal fines he receives.[Please see a separate Compendium entry titled ""Naaman"" for information regarding Ousama Naaman's guilty plea.]On 24 January 2011, without admitting or denying the SEC's allegations, Paul Jennings consented to the entry of a final judgment permanently enjoining him from future violations of the FCPA.  Jenning allegedly violated the FCPA and aided and abetted Innospec's violations beginning in mid to late 2004 during his tenure as Chief Financial Officer (CFO) and continuing after he became Chief Executive Officer (CEO) in 2005.  Jennings agreed to disgorge USD 116,092 (plus prejudgment interest of USD 12,945) and to pay a USD 100,000 civil penalty that, according to the SEC, takes into consideration Jennings' cooperation with the government's investigation.United Kingdom On 18 March 2010, Innospec Ltd. appeared in Southwark Crown Court  and pleaded guilty to bribing employees of Pertamina (an Indonesian state-owned refinery) and other  Indonesian in order to secure sales of tetraethyl lead.  A USD 12.7 million financial criminal penalty is to be imposed on Innospec Ltd.  On 26 March 2010, Innospec Ltd. entered a plea of guilty and was fined USD 12.7 million.  At the hearing in the Southwark Crown Court, Lord Justice Thomas  criticized the settlement, stating that the SFO had acted beyond its remit in negotiating the trans-Atlantic plea bargain and that the USD 12.7 million fine was ""inadequate.""  On 27 October 2011, Dennis Kerrison and Paul Jennings appeared before Westminster Magistrates' Court on charges related to alleged corrupt payments to gain public contracts in Indonesia.  Mr Jennings is also charged in connection with corrupt payments in Iraq.  The case was transferred for Southwark Crown Court.  On 11 June 2012, Paul Jennings pleaded guilty in Southwark Crown Court to charges that he conspired to corrupt public officials in Indonesia between 2002 and 2008, and in Iraq between 2003 and 2009, in order to secure contracts for the supply of Innospec products such as tetraethyl lead.  Two other former Innospec executives who are defendants in the case, Miltos Papachristos and Dennis Kerrison, pleaded not guilty.  On 30 July 2012, Jennings pleaded guilty to an additional charge of conspiracy to corrupt Iraqi officials, by making payments designed to induce government inspectors to produce unfavorable test results of a competitor product. On 18 June 2014, Dennis Kerrison, a former Innospec chief executive, and Miltiades Papachristos, a former regional sales director, were convicted by a jury at the Southwark Crown Court of conspiracy and bribery.  According to the SFO, the bribes were intended to secure, or serve as rewards for having secured, contracts from the Government of Indonesia for the supply of Innospec products including Tetraethyl Lead, a highly dangerous organo-lead compound.On 19 September 2014, a U.K. court of appeal upheld the convictions against Mr. Kerrison and Mr. Papachristos.  The justices, however, reduced Mr. Kerrison's sentence from four years to three because the trial judge incorrectly considered the starting point for the sentence as four years instead of five.IndonesiaOn 9 April 2010, The Jakarta Post reported that Indonesia's Corruption Eradication Commission (""KPK"") had begun its own investigation into Innospec Ltd.'s activities in the country between 2000 and 2006. According to media reports in January 2012, Indonesia's Corruption Eradication Commission (Indonesian abbreviation ""KPK"") named a local agent for Innospec as a suspect in the Innospec bribery matter and charged the agent under Indonesian anti-corruption laws. According to media reports quoting a KPK spokesperson, Willy Sebastian Liem allegedly received over USD 17.48 million in commissions from Innospec and also channeled money to officials at the Energy Ministry, upstream oil and gas regulator BPMigas and state oil company Pertamina.On 17 January 2012, David Turner, Innospec's former Limited Global Sales and Marketing Director for Tetraethyl Lead, pleaded guilty to three counts of conspiracy to corrupt.  The first two counts charged Turner with conspiracy to give corrupt payments to public officials in Indonesia and Iraq between 2002 and 2008 in order to secure contracts for the sale of Tetraethyl lead.  In addition, Dr. Turner pleaded guilty to charges that he effected improper payments to Iraqi officials in 2006 and 2007 in order to ensure that tests on a competitor product would result in unfavorable assessments.",A1012N48J0Z65N,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 04:02:01 UTC,,Yes
3FSEU3P2NR0H0UPZWL077FE7P7NRRT,175,"United StatesOn 16 April 2010, the DOJ and SEC commenced investigations into HP for possible FCPA violations relating to the Russia GPO deal.  On 9 April 2014, HP agreed to pay more than USD $108 million to settle the SECâ€™s charges and the parallel DOJ criminal case.  HP consented to the SECâ€™s order and agreed to pay USD $29 million in disgorgement (approximately USD $26.47 million to the SEC and USD $2.53 million to satisfy an IRS forfeiture as part of the criminal matter); prejudgment interest of USD $5 million to the SEC; and criminal fines totaling USD $74.2 million to the DOJ for a total of more than $108 million in disgorgement and penalties.   HP Russia will pay USD $58.7 million of the total fines imposed.HP Poland entered into a deferred prosecution agreement with the DOJ and HP Mexico entered into a non-prosecution agreement with the DOJ.  GermanyOn 15 April 2010, German authorities arrested three current or former HP Germany employees in connection with the investigation.  A total of ten current or former HP Germany employees are currently targets of the investigation. On 13 September 2012, three former HP managers were charged in Germany with bribery, breach of trust, and aiding and abetting tax evasion.  One of the accused is Finnish, one is American, and one is German.  The prosecutors also requested that Hewlett-Packard be joined as defendant in the case.On 11 March 2014, HP disclosed that the German Public Prosecutor's Office issued an indictment for four individuals, including one current and two former HP employees, on charges including bribery, breach of trust and tax evasion. German prosecutors have also requested that HP be made an associated party to the case, and, if granted, HP could be subject to potential disgorgement of profits based on the conduct of the indicted current and former employees. CanadaFollowing HP's guilty plea to FCPA charges, HP may face a 10-year ban under new integrity rules imposed by Canada's Public Works and Government Services ministry.  Under the new rules, companies face an automatic ban on selling products and services to the Canada government if they are convicted of bribery.United Kingdom On 19 January 2015, the Director of the U.K. Serious Fraud Office (""SFO"") closed an investigation into the sale of Autonomy to HP  in 2011.  The investigation was commenced in early 2013, following a referral from HP.  The SFO concluded that there was insufficient evidence for a conviction.The SFO ceded jurisdiction over the investigation to the US authorities and stated that the US investigation is ongoing.",A2WGW5Y3ZFBDEC,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 03:50:30 UTC,,Yes
3ULIZ0H1VA5422SK1K8PYNRYTR551Y,177,"On 28 April 2010, the SEC filed a civil injunctive action against the four defendants.  Without admitting or denying the SEC's allegations, each defendant consented to the entry of a final judgment permanently enjoining them from violations of the FCPA's anti-bribery provisions and aiding and abetting violations of the FCPA's books and records and internal controls provisions.  Myers and Reynolds also agreed to pay civil monetary penalties of USD 40,000 each.On 3 August 2010, Elkin pleaded guilty to conspiracy to violate the FCPA.  While the charge carries a prison sentence of up to five years and a fine of up to USD 250,000, on 21 October 2010, Elkin was sentenced to just three years of probation and a USD 5,000 fine. On 6 August 2010, Alliance One International, Inc. entered into a non-prosecution agreement with the DOJ under which it agreed to cooperate with the government's ongoing investigation and appoint a compliance monitor for a three-year period.  The company's Swiss and Kyrgyz subsidiaries each pleaded guilty to one count of conspiracy to violate the FCPA and two counts of violating the statute's books and records provisions. Alliance One AG agreed to pay a USD 5,250,000 fine and Alliance One Osh agreed to pay a USD 4,200,000 fine. The subsidiaries are scheduled for sentencing on 21 October 2010. On the same day, Alliance One International, Inc. consented to the entry of a final judgment by the SEC enjoining it from future violations of the anti-bribery and books and records provisions of the FCPA. Alliance One International, Inc. also agreed to disgorge USD 10,000,000 in profits.",A2WGW5Y3ZFBDEC,Yes,A35DS4T8H1MWYD,Yes,Yes,Yes,2015-04-17 03:55:50 UTC,,I can't tell
